place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
2,4,ROMAN IMPERO(V371),K H Chan,C H Yip,122,1170,12,2-1/2,"2                                                            

2                                                            

1                                                            

2",1:22.45,46,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
3,3,KING'S RACE(C249),M F Poon,K H Ting,130,1213,4,3-3/4,"8                                                            

8                                                            

8                                                            

3",1:22.62,3.6,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
4,6,WINSTON'S LAD(T348),C Y Ho,K W Lui,128,1071,9,5,"3                                                            

3                                                            

4                                                            

4",1:22.86,13,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
5,5,XPONENTIAL(D049),K Teetan,D J Whyte,132,1142,13,5,"6                                                            

6                                                            

7                                                            

5",1:22.88,9.9,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
6,8,SPEED FAY FAY(D121),M L Yeung,T P Yung,126,1279,7,5-1/4,"10                                                            

13                                                            

12                                                            

6",1:22.89,264,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
7,1,COMFORT LIFE(B169),Z Purton,F C Lor,133,1178,2,5-1/2,"4                                                            

4                                                            

3                                                            

7",1:22.94,6.4,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
8,2,KING'S TROOPER(C130),C Schofield,P F Yiu,133,1158,6,7,"9                                                            

10                                                            

10                                                            

8",1:23.20,21,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
9,9,SPONTANEOUS(D106),T Piccone,P O'Sullivan,126,1186,11,7-1/2,"12                                                            

11                                                            

11                                                            

9",1:23.26,17,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
10,10,GENERAL CASTLEDALE(C350),N Callan,D E Ferraris,124,1072,1,8-3/4,"7                                                            

7                                                            

6                                                            

10",1:23.48,262,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
11,11,CHUNGHWA JINGSHEN(D148),L Hewitson,L Ho,122,1119,10,9-1/4,"13                                                            

14                                                            

14                                                            

11",1:23.53,176,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
12,14,TURF BRILLIANT(C456),H W Lai,W Y So,114,1110,14,9-1/4,"14                                                            

12                                                            

13                                                            

12",1:23.55,136,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
13,7,RED ZOFFANY(D211),A Badel,K L Man,126,1066,3,10,"1                                                            

1                                                            

2                                                            

13",1:23.68,118,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
14,13,DIAMOND LEGEND(V341),H T Mo,A S Cruz,115,1180,5,12-1/2,"5                                                            

5                                                            

5                                                            

14",1:24.08,16,4(402),Class 4 - 1400M - (60-40),GOOD,"TURF - ""C+3"" Course","HK$ 967,000",Sha Tin,2020/02/08
1,4,WORLD FAMOUS(C288),C Y Ho,P F Yiu,131,1109,13,-,"2                                                            

2                                                            

2                                                            

1                                                            

1",1:46.94,6.9,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
2,11,ENZEMBLE(D059),L Hewitson,D J Whyte,121,1081,1,N,"8                                                            

8                                                            

9                                                            

7                                                            

2",1:47.00,5.6,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
3,3,CHAMPION SUPREME(B435),N Callan,J Moore,131,1087,7,1-1/2,"9                                                            

9                                                            

8                                                            

4                                                            

3",1:47.19,5.6,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
4,10,MORE THAN A HORSE(D141),A Badel,D J Whyte,122,1053,6,1-3/4,"10                                                            

11                                                            

11                                                            

6                                                            

4",1:47.22,32,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
5,13,BLASTOISE(C450),J Moreira,D E Ferraris,117,1044,9,2,"4                                                            

6                                                            

6                                                            

5                                                            

5",1:47.27,4.1,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
6,9,I DO(C038),K Teetan,W Y So,122,1109,10,2-1/4,"5                                                            

5                                                            

5                                                            

2                                                            

6",1:47.31,9.5,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
7,1,CHARITY GO(B478),T Piccone,C S Shum,133,1062,2,4-3/4,"11                                                            

10                                                            

10                                                            

8                                                            

7",1:47.69,10,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
8,5,HAPPY SEBRING(B189),C Schofield,A S Cruz,130,1186,5,6-1/4,"14                                                            

14                                                            

14                                                            

13                                                            

8",1:47.95,5.5,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
9,12,SUCH A HAPPINESS(A152),M L Yeung,T P Yung,118,1187,8,6-1/2,"13                                                            

13                                                            

13                                                            

9                                                            

9",1:47.97,108,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
10,8,GIANT TURTLE(T391),M Chadwick,A T Millard,123,1064,14,8-1/2,"6                                                            

4                                                            

4                                                            

3                                                            

10",1:48.28,45,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
11,14,JIMMU(C266),H W Lai,Y S Tsui,116,1094,3,10,"7                                                            

7                                                            

7                                                            

10                                                            

11",1:48.54,300,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
12,7,SUPER BULLET(D001),K C Leung,P O'Sullivan,124,1112,4,12-3/4,"12                                                            

12                                                            

12                                                            

11                                                            

12",1:48.96,369,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
13,2,EPIC(C114),M F Poon,R Gibson,131,1113,11,23-1/4,"3                                                            

3                                                            

3                                                            

12                                                            

13",1:50.66,172,5(403),Class 3 - 1800M - (80-60),GOOD,"TURF - ""C+3"" Course","HK$ 1,450,000",Sha Tin,2020/02/08
